书籍路径,toc.md中的标题,缺失文件的完整路径
"web-frontend/mini-vitest","vi.mocked 类型辅助","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\mocked-helper.md"
"web-frontend/mini-vitest","vi.clearAllMocks 批量清除","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\clear-all-mocks.md"
"web-frontend/mini-vitest","vi.resetAllMocks 批量重置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\reset-all-mocks.md"
"web-frontend/mini-vitest","vi.restoreAllMocks 批量还原","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\restore-all-mocks.md"
"web-frontend/mini-vitest","vi.mock 模块模拟","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\vi-mock.md"
"web-frontend/mini-vitest","vi.mock hoisting 机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\hoisting.md"
"web-frontend/mini-vitest","vi.hoisted 变量提升","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\vi-hoisted.md"
"web-frontend/mini-vitest","vi.doMock 非提升模拟","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\vi-do-mock.md"
"web-frontend/mini-vitest","vi.unmock 取消模拟","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\vi-unmock.md"
"web-frontend/mini-vitest","vi.importActual 导入原始模块","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\import-actual.md"
"web-frontend/mini-vitest","vi.importMock 导入模拟模块","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\import-mock.md"
"web-frontend/mini-vitest","__mocks__ 目录约定","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\mocks-directory.md"
"web-frontend/mini-vitest","工厂函数模式","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\factory-function.md"
"web-frontend/mini-vitest","自动 Mock 算法","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\auto-mocking.md"
"web-frontend/mini-vitest","vi.resetModules 模块缓存重置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-mock\reset-modules.md"
"web-frontend/mini-vitest","vi.useFakeTimers 启用假计时器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\use-fake-timers.md"
"web-frontend/mini-vitest","vi.useRealTimers 恢复真实计时器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\use-real-timers.md"
"web-frontend/mini-vitest","vi.setSystemTime 设置系统时间","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\set-system-time.md"
"web-frontend/mini-vitest","vi.advanceTimersByTime 时间推进","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\advance-timers-by-time.md"
"web-frontend/mini-vitest","vi.advanceTimersToNextTimer 下一个计时器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\advance-to-next-timer.md"
"web-frontend/mini-vitest","vi.runAllTimers 运行所有计时器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\run-all-timers.md"
"web-frontend/mini-vitest","vi.runOnlyPendingTimers 运行待处理计时器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\run-pending-timers.md"
"web-frontend/mini-vitest","vi.getTimerCount 计时器计数","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\get-timer-count.md"
"web-frontend/mini-vitest","vi.advanceTimersToNextFrame 下一帧推进","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\advance-to-next-frame.md"
"web-frontend/mini-vitest","@sinonjs/fake-timers 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\fake-timers\sinon-fake-timers.md"
"web-frontend/mini-vitest","vi.stubGlobal 全局变量模拟","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\stub-global.md"
"web-frontend/mini-vitest","vi.unstubAllGlobals 全局变量还原","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\unstub-all-globals.md"
"web-frontend/mini-vitest","vi.stubEnv 环境变量模拟","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\stub-env.md"
"web-frontend/mini-vitest","vi.unstubAllEnvs 环境变量还原","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\unstub-all-envs.md"
"web-frontend/mini-vitest","test.environment 配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\test-environment.md"
"web-frontend/mini-vitest","happy-dom 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\happy-dom.md"
"web-frontend/mini-vitest","jsdom 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\globals\jsdom.md"
"web-frontend/mini-vitest","快照测试原理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\snapshot-principles.md"
"web-frontend/mini-vitest","toMatchSnapshot 文件快照","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\to-match-snapshot.md"
"web-frontend/mini-vitest","toMatchInlineSnapshot 内联快照","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\to-match-inline-snapshot.md"
"web-frontend/mini-vitest","toMatchFileSnapshot 自定义文件快照","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\to-match-file-snapshot.md"
"web-frontend/mini-vitest","快照文件格式设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\snapshot-format.md"
"web-frontend/mini-vitest","快照更新机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\snapshot-updating.md"
"web-frontend/mini-vitest","pretty-format 序列化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\pretty-format.md"
"web-frontend/mini-vitest","自定义序列化器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\custom-serializers.md"
"web-frontend/mini-vitest","toThrowErrorMatchingSnapshot","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\snapshot\error-snapshot.md"
"web-frontend/mini-vitest","覆盖率收集原理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\coverage-principles.md"
"web-frontend/mini-vitest","v8 Provider 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\v8-provider.md"
"web-frontend/mini-vitest","Istanbul Provider 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\istanbul-provider.md"
"web-frontend/mini-vitest","覆盖率指标详解","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\coverage-metrics.md"
"web-frontend/mini-vitest","include/exclude 配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\include-exclude.md"
"web-frontend/mini-vitest","覆盖率报告生成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\report-generation.md"
"web-frontend/mini-vitest","HTML 报告渲染","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\html-reporter.md"
"web-frontend/mini-vitest","覆盖率阈值检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\thresholds.md"
"web-frontend/mini-vitest","自定义覆盖率 Provider","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\coverage\custom-provider.md"
"web-frontend/mini-vitest","Reporter 架构设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\architecture.md"
"web-frontend/mini-vitest","默认 Reporter 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\default-reporter.md"
"web-frontend/mini-vitest","Verbose Reporter","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\verbose-reporter.md"
"web-frontend/mini-vitest","JSON Reporter","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\json-reporter.md"
"web-frontend/mini-vitest","JUnit Reporter","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\junit-reporter.md"
"web-frontend/mini-vitest","TAP Reporter","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\tap-reporter.md"
"web-frontend/mini-vitest","自定义 Reporter 开发","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\custom-reporter.md"
"web-frontend/mini-vitest","Reporter 事件钩子","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\event-hooks.md"
"web-frontend/mini-vitest","测试结果输出格式化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\reporters\output-formatting.md"
"web-frontend/mini-vitest","Watch Mode 架构","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\architecture.md"
"web-frontend/mini-vitest","文件监听机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\file-watching.md"
"web-frontend/mini-vitest","HMR 式测试更新","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\hmr-updates.md"
"web-frontend/mini-vitest","智能测试重跑","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\smart-rerun.md"
"web-frontend/mini-vitest","交互式命令处理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\interactive-commands.md"
"web-frontend/mini-vitest","--standalone 模式","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\standalone-mode.md"
"web-frontend/mini-vitest","变更文件过滤","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\watch-mode\changed-file-filtering.md"
"web-frontend/mini-vitest","CLI 解析器实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\cli-parser.md"
"web-frontend/mini-vitest","vitest run 命令","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\run-command.md"
"web-frontend/mini-vitest","vitest watch 命令","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\watch-command.md"
"web-frontend/mini-vitest","vitest bench 命令","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\bench-command.md"
"web-frontend/mini-vitest","--filter 测试过滤","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\filter-option.md"
"web-frontend/mini-vitest","--shard 分片执行","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\shard-option.md"
"web-frontend/mini-vitest","--merge-reports 报告合并","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\merge-reports.md"
"web-frontend/mini-vitest","命令行参数与配置合并","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\cli\config-merge.md"
"web-frontend/mini-vitest","bench 函数实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\benchmark\bench-function.md"
"web-frontend/mini-vitest","Tinybench 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\benchmark\tinybench-integration.md"
"web-frontend/mini-vitest","性能指标计算","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\benchmark\performance-metrics.md"
"web-frontend/mini-vitest","bench.skip/only/todo","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\benchmark\bench-modifiers.md"
"web-frontend/mini-vitest","Benchmark 报告输出","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\benchmark\benchmark-report.md"
"web-frontend/mini-vitest","类型测试原理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\type-testing\principles.md"
"web-frontend/mini-vitest","expectTypeOf 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\type-testing\expect-type-of.md"
"web-frontend/mini-vitest","assertType 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\type-testing\assert-type.md"
"web-frontend/mini-vitest","类型推断检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\type-testing\type-inference.md"
"web-frontend/mini-vitest","--typecheck 模式","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\type-testing\typecheck-mode.md"
"web-frontend/mini-vitest","Browser Mode 架构","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\architecture.md"
"web-frontend/mini-vitest","Playwright 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\playwright-integration.md"
"web-frontend/mini-vitest","WebdriverIO 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\webdriverio-integration.md"
"web-frontend/mini-vitest","组件测试支持","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\component-testing.md"
"web-frontend/mini-vitest","Locator API 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\locator-api.md"
"web-frontend/mini-vitest","可视化回归测试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\browser-mode\visual-regression.md"
"web-frontend/mini-vitest","In-Source Testing 原理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\in-source\principles.md"
"web-frontend/mini-vitest","import.meta.vitest 检测","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\in-source\vitest-detection.md"
"web-frontend/mini-vitest","测试代码剥离","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\in-source\test-stripping.md"
"web-frontend/mini-vitest","tree-shaking 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\in-source\tree-shaking.md"
"web-frontend/mini-vitest","Vitest UI 架构","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vitest-ui\architecture.md"
"web-frontend/mini-vitest","WebSocket 通信","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vitest-ui\websocket-communication.md"
"web-frontend/mini-vitest","测试结果可视化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vitest-ui\result-visualization.md"
"web-frontend/mini-vitest","覆盖率可视化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vitest-ui\coverage-visualization.md"
"web-frontend/mini-vitest","交互式调试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vitest-ui\interactive-debugging.md"
"web-frontend/mini-vitest","启动时间优化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\performance\startup-optimization.md"
"web-frontend/mini-vitest","Worker 池管理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\performance\worker-pool.md"
"web-frontend/mini-vitest","模块缓存优化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\performance\module-caching.md"
"web-frontend/mini-vitest","测试分片策略","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\performance\sharding-strategy.md"
"web-frontend/mini-vitest","OpenTelemetry 集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\performance\open-telemetry.md"
"web-frontend/mini-vitest","setupFiles 配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\ecosystem\setup-files.md"
"web-frontend/mini-vitest","globalSetup 配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\ecosystem\global-setup.md"
"web-frontend/mini-vitest","Extending Matchers 最佳实践","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\ecosystem\extending-matchers.md"
"web-frontend/mini-vitest","IDE 集成机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\ecosystem\ide-integration.md"
"web-frontend/mini-vitest","VS Code 扩展通信","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\ecosystem\vscode-extension.md"
"web-frontend/mini-vitest","Jest 兼容性层","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\migration\jest-compatibility.md"
"web-frontend/mini-vitest","API 差异对照","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\migration\api-differences.md"
"web-frontend/mini-vitest","配置迁移指南","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\migration\config-migration.md"
"web-frontend/mini-vitest","常见迁移问题","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\migration\common-issues.md"
"web-frontend/mini-vitest","Vitest 核心 API 速查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\appendix\api-reference.md"
"web-frontend/mini-vitest","配置选项完整列表","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\appendix\config-options.md"
"web-frontend/mini-vitest","错误排查指南","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\appendix\troubleshooting.md"
"web-frontend/mini-vitest","术语表","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\appendix\glossary.md"
"web-frontend/mini-vitest","参考资源","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\appendix\resources.md"
"web-frontend/mini-webpack5","Module 基类设计","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\base-class.md"
"web-frontend/mini-webpack5","NormalModule 实现：普通模块","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\normal-module.md"
"web-frontend/mini-webpack5","模块类型与 ModuleType","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\module-type.md"
"web-frontend/mini-webpack5","模块标识符与 Identifier","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\identifier.md"
"web-frontend/mini-webpack5","模块构建流程详解","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\build-process.md"
"web-frontend/mini-webpack5","Source 与 SourceMap 处理","E:\CoderBooks\src\books\web-frontend\mini-webpack5\book_zh\module\source-map.md"
